time,conc,location,lat,long
2021-08-12 03:00:00,50.84435632183908,PurpleAir-0,31.501559,74.306762
2021-08-12 04:00:00,53.39666666666667,PurpleAir-0,31.501559,74.306762
2021-08-12 05:00:00,51.4165,PurpleAir-0,31.501559,74.306762
2021-08-12 06:00:00,54.681333333333335,PurpleAir-0,31.501559,74.306762
2021-08-12 07:00:00,52.721500000000006,PurpleAir-0,31.501559,74.306762
2021-08-12 08:00:00,51.24283333333334,PurpleAir-0,31.501559,74.306762
2021-08-12 09:00:00,48.566,PurpleAir-0,31.501559,74.306762
2021-08-12 10:00:00,41.96366666666667,PurpleAir-0,31.501559,74.306762
2021-08-12 11:00:00,42.07546703296703,PurpleAir-0,31.501559,74.306762
2021-08-12 12:00:00,43.590500000000006,PurpleAir-0,31.501559,74.306762
2021-08-12 13:00:00,36.899,PurpleAir-0,31.501559,74.306762
2021-08-12 14:00:00,34.125125,PurpleAir-0,31.501559,74.306762
2021-08-12 15:00:00,32.04783333333334,PurpleAir-0,31.501559,74.306762
2021-08-12 16:00:00,30.697142857142858,PurpleAir-0,31.501559,74.306762
2021-08-12 17:00:00,33.08566666666667,PurpleAir-0,31.501559,74.306762
2021-08-12 18:00:00,35.805166666666665,PurpleAir-0,31.501559,74.306762
2021-08-12 19:00:00,38.66216666666666,PurpleAir-0,31.501559,74.306762
2021-08-12 20:00:00,41.319,PurpleAir-0,31.501559,74.306762
2021-08-12 21:00:00,45.22716666666666,PurpleAir-0,31.501559,74.306762
2021-08-12 22:00:00,52.25833333333333,PurpleAir-0,31.501559,74.306762
2021-08-12 23:00:00,54.69017241379311,PurpleAir-0,31.501559,74.306762
2021-08-13 00:00:00,59.95706896551725,PurpleAir-0,31.501559,74.306762
2021-08-13 01:00:00,60.16883333333334,PurpleAir-0,31.501559,74.306762
2021-08-13 02:00:00,63.99907268170426,PurpleAir-0,31.501559,74.306762
2021-08-13 03:00:00,63.99641025641026,PurpleAir-0,31.501559,74.306762
2021-08-13 04:00:00,95.79216666666667,PurpleAir-0,31.501559,74.306762
2021-08-13 05:00:00,89.92216666666667,PurpleAir-0,31.501559,74.306762
2021-08-13 06:00:00,70.91400000000002,PurpleAir-0,31.501559,74.306762
2021-08-13 07:00:00,60.80766666666666,PurpleAir-0,31.501559,74.306762
2021-08-13 08:00:00,50.569,PurpleAir-0,31.501559,74.306762
2021-08-13 09:00:00,42.68716666666667,PurpleAir-0,31.501559,74.306762
