Date,Met Station,Dental College,Townhall,EPA Gulberg,Mobile Barkat Market,Mobile Gulberg,DHA Phase 8,Dha Phase 6,Akbar Chok,Green Town,College Road,QA Industrial Estate,Townhall,Gajjumata,Dillu Kurd,Samad Parel,Bubtian Chok,Green Fort,Rafaqat Chok,Shahdarah Chok,Atarti Industrial Estate,Kamahan Ashyana,Kot Lakhpat,Mobile Qurtaba,Shimla Pahari,Wagha Town,Bedian Road,UOP,TNB
10/5/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/6/2021,,,,22.4,,,,,,,,,,,,,,,,,,,,,,,,,
10/7/2021,,,,65.83,,,,,,,,,,,,,,,,,,,,,,,,,
10/8/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/10/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/13/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/14/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/15/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/17/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/18/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/19/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/20/2021,,,,76.25,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2021,,,,104.72,,,,,,,,,,,,,,,,,,,,,,,,,
10/22/2021,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,
10/22/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/23/2021,,,,48.8,,,,,,,,,,,,,,,,,,,,,,,,,
10/24/2021,,,,57.8,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/2021,,,,106,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/2021,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2021,,,,112,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2021,,,,93.85,,,,,,,,,,,,,,,,,,,,,,,,,
9/27/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/28/2021,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/2021,,,,101.42,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/2021,,,,19.5,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2022,,,,162,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2022,,,,190,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2022,,,,215,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2022,,,,162,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2022,,,,119,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2022,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/2022,,,,113,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2022,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/2022,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,
1/10/2022,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,
1/11/2022,,,,130,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2022,,,,113,,,,,,,,,,,,,,,,,,,,,,,,,
1/13/2022,,,,165,,,,,,,,,,,,,,,,,,,,,,,,,
1/14/2022,,,,183,,,,,,,,,,,,,,,,,,,,,,,,,
1/15/2022,,,,188,,,,,,,,,,,,,,,,,,,,,,,,,
1/16/2022,,,,195,,,,,,,,,,,,,,,,,,,,,,,,,230.6
1/17/2022,,,,230.6,,,,,,,,,,,,,,,,,,,,,,,,,170.69
1/18/2022,,,,201,,,,,,,,,,,,,,,,,,,,,,,,,265
1/19/2022,,,,224,,,,,,,,,,,,,,,,,,,,,290.5,,,,
